PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32799920","Yields and costs of recruitment methods with participant phenotypic characteristics for a diabetes prevention research study in an underrepresented pediatric population","Vander Wyst KB, Olson ML, Hooker E, Soltero EG, Konopken YP, Keller CS, Castro FG, Williams AN, Fernández ADR, Patrick DL, Ayers SL, Hu HH, Peña A, Pimentel J, Knowler WC, Shaibi GQ.","Trials. 2020 Aug 14;21(1):716. doi: 10.1186/s13063-020-04658-8.","Vander Wyst KB","Trials","2020","2020/08/18","PMC7429699","","10.1186/s13063-020-04658-8"
"32796513","Dietary Knowledge, Dietary Adherence, and BMI of Lebanese Adolescents and Their Parents","Said L, Gubbels JS, Kremers SPJ.","Nutrients. 2020 Aug 11;12(8):2398. doi: 10.3390/nu12082398.","Said L","Nutrients","2020","2020/08/16","PMC7468749","","10.3390/nu12082398"
"32796097","Neonatal Adiposity and Childhood Obesity","Moore BF, Harrall KK, Sauder KA, Glueck DH, Dabelea D.","Pediatrics. 2020 Sep;146(3):e20200737. doi: 10.1542/peds.2020-0737. Epub 2020 Aug 13.","Moore BF","Pediatrics","2020","2020/08/16","PMC7461209","NIHMS1621498","10.1542/peds.2020-0737"
"32796096","Bridging Obstetrics and Pediatrics to Close the Life Span Gap in Child Obesity Research","Pesch MH, Asta K, Lumeng JC.","Pediatrics. 2020 Sep;146(3):e2020001990. doi: 10.1542/peds.2020-001990. Epub 2020 Aug 13.","Pesch MH","Pediatrics","2020","2020/08/16","","","10.1542/peds.2020-001990"
"32795294","Dietary habits and metabolic response improve in obese children whose mothers received an intervention to promote healthy eating: randomized clinical trial","López-Contreras IN, Vilchis-Gil J, Klünder-Klünder M, Villalpando-Carrión S, Flores-Huerta S.","BMC Public Health. 2020 Aug 14;20(1):1240. doi: 10.1186/s12889-020-09339-4.","López-Contreras IN","BMC Public Health","2020","2020/08/16","PMC7427732","","10.1186/s12889-020-09339-4"
"32791721","Maternal bacteria to correct abnormal gut microbiota in babies born by C-section","Butler ÉM, Chiavaroli V, Derraik JGB, Grigg CP, Wilson BC, Walker N, O'Sullivan JM, Cutfield WS.","Medicine (Baltimore). 2020 Jul 24;99(30):e21315. doi: 10.1097/MD.0000000000021315.","Butler ÉM","Medicine (Baltimore)","2020","2020/08/15","PMC7387037","","10.1097/MD.0000000000021315"
"32791673","Waist circumference a clinical criterion for prediction of cardio-vascular complications in children and adolescences with overweight and obesity","Trandafir LM, Russu G, Moscalu M, Miron I, Lupu VV, Leon Constantin MM, Cojocaru E, Lupu A, Frasinariu OE.","Medicine (Baltimore). 2020 Jul 24;99(30):e20923. doi: 10.1097/MD.0000000000020923.","Trandafir LM","Medicine (Baltimore)","2020","2020/08/15","PMC7387051","","10.1097/MD.0000000000020923"
"32790664","Hospitalization Rates and Characteristics of Children Aged <18 Years Hospitalized with Laboratory-Confirmed COVID-19 - COVID-NET, 14 States, March 1-July 25, 2020","Kim L, Whitaker M, O'Halloran A, Kambhampati A, Chai SJ, Reingold A, Armistead I, Kawasaki B, Meek J, Yousey-Hindes K, Anderson EJ, Openo KP, Weigel A, Ryan P, Monroe ML, Fox K, Kim S, Lynfield R, Bye E, Shrum Davis S, Smelser C, Barney G, Spina NL, Bennett NM, Felsen CB, Billing LM, Shiltz J, Sutton M, West N, Talbot HK, Schaffner W, Risk I, Price A, Brammer L, Fry AM, Hall AJ, Langley GE, Garg S; COVID-NET Surveillance Team.","MMWR Morb Mortal Wkly Rep. 2020 Aug 14;69(32):1081-1088. doi: 10.15585/mmwr.mm6932e3.","Kim L","MMWR Morb Mortal Wkly Rep","2020","2020/08/14","PMC7440125","","10.15585/mmwr.mm6932e3"
"32788485","Comparative study of nutritional status of children and adolescents with sickle cell anemia in Enugu, Southeast Nigeria","Ukoha OM, Emodi IJ, Ikefuna AN, Obidike EO, Izuka MO, Eke CB.","Niger J Clin Pract. 2020 Aug;23(8):1079-1086. doi: 10.4103/njcp.njcp_476_19.","Ukoha OM","Niger J Clin Pract","2020","2020/08/14","","","10.4103/njcp.njcp_476_19"
"32788279","A Reduced Incretin Effect Mediated by the rs7903146 Variant in the TCF7L2 Gene Is an Early Marker of β-Cell Dysfunction in Obese Youth","Galderisi A, Tricò D, Pierpont B, Shabanova V, Samuels S, Dalla Man C, Galuppo B, Santoro N, Caprio S.","Diabetes Care. 2020 Oct;43(10):2553-2563. doi: 10.2337/dc20-0445. Epub 2020 Aug 11.","Galderisi A","Diabetes Care","2020","2020/08/14","PMC7510033","","10.2337/dc20-0445"
"32785234","Sex modifies the association between the CLOCK variant rs1801260 and BMI in school-age children","Meng Y, Lohse B, Cunningham-Sabo L.","PLoS One. 2020 Aug 12;15(8):e0236991. doi: 10.1371/journal.pone.0236991. eCollection 2020.","Meng Y","PLoS One","2020","2020/08/14","PMC7423126","","10.1371/journal.pone.0236991"
"32782001","Evidence for disruption of diurnal salivary cortisol rhythm in childhood obesity: relationships with anthropometry, puberty and physical activity","Yu T, Zhou W, Wu S, Liu Q, Li X.","BMC Pediatr. 2020 Aug 12;20(1):381. doi: 10.1186/s12887-020-02274-8.","Yu T","BMC Pediatr","2020","2020/08/13","PMC7422565","","10.1186/s12887-020-02274-8"
"32780954","Impact of Childhood Obesity on Bone Metabolism","Silva MAFS, Dechichi P, Limirio PHJO.","Pediatr Endocrinol Rev. 2020 Aug;17(4):308-316. doi: 10.17458/per.vol17.2020.sdl.childhoodobesitybonemetabolism.","Silva MAFS","Pediatr Endocrinol Rev","2020","2020/08/12","","","10.17458/per.vol17.2020.sdl.childhoodobesitybonemetabolism"
"32778556","Bone Mass and Density in Youth With Type 2 Diabetes, Obesity, and Healthy Weight","Kindler JM, Kelly A, Khoury PR, Levitt Katz LE, Urbina EM, Zemel BS.","Diabetes Care. 2020 Oct;43(10):2544-2552. doi: 10.2337/dc19-2164. Epub 2020 Aug 10.","Kindler JM","Diabetes Care","2020","2020/08/12","PMC7510020","","10.2337/dc19-2164"
"32778539","Screening and Diagnosis of Prediabetes and Diabetes in US Children and Adolescents","Wallace AS, Wang D, Shin JI, Selvin E.","Pediatrics. 2020 Sep;146(3):e20200265. doi: 10.1542/peds.2020-0265. Epub 2020 Aug 10.","Wallace AS","Pediatrics","2020","2020/08/12","PMC7461138","NIHMS1625455","10.1542/peds.2020-0265"
"32777804","Slipping under the radar: worsened health outcomes in semi-urban areas of New Zealand","Marek L, Wiki J, Campbell M, Kingham S, Sabel C, Tomintz M, Hobbs M.","N Z Med J. 2020 Jul 31;133(1519):121-125.","Marek L","N Z Med J","2020","2020/08/11","","",""
"32768388","COVID-19 and obesity in childhood and adolescence: a clinical review","Nogueira-de-Almeida CA, Del Ciampo LA, Ferraz IS, Del Ciampo IRL, Contini AA, Ued FDV.","J Pediatr (Rio J). 2020 Sep-Oct;96(5):546-558. doi: 10.1016/j.jped.2020.07.001. Epub 2020 Aug 4.","Nogueira-de-Almeida CA","J Pediatr (Rio J)","2020","2020/08/10","PMC7402231","","10.1016/j.jped.2020.07.001"
"32767554","Sex Differences in the Relationship Between Childhood Self-Regulation and Adolescent Adiposity","Javaras KN, Armstrong JM, Klein MH, Essex MJ, Davidson RJ, Goldsmith HH.","Obesity (Silver Spring). 2020 Sep;28(9):1761-1769. doi: 10.1002/oby.22926. Epub 2020 Aug 7.","Javaras KN","Obesity (Silver Spring)","2020","2020/08/09","PMC7483948","NIHMS1600108","10.1002/oby.22926"
"32764616","Adolescent sleep characteristics and body-mass index in the Family Life, Activity, Sun, Health, and Eating (FLASHE) Study","Schneider AC, Zhang D, Xiao Q.","Sci Rep. 2020 Aug 6;10(1):13277. doi: 10.1038/s41598-020-70193-w.","Schneider AC","Sci Rep","2020","2020/08/09","PMC7411010","","10.1038/s41598-020-70193-w"
"32763906","Obese and hungry: two faces of a nation","Moore JB, Evans CE.","BMJ. 2020 Aug 6;370:m3084. doi: 10.1136/bmj.m3084.","Moore JB","BMJ","2020","2020/08/09","","","10.1136/bmj.m3084"
"32758208","Association of number of siblings, birth order, and thinness in 3- to 12-year-old children: a population-based cross-sectional study in Shanghai, China","Yu T, Chen C, Jin Z, Yang Y, Jiang Y, Hong L, Yu X, Mei H, Jiang F, Huang H, Liu S, Jin X.","BMC Pediatr. 2020 Aug 5;20(1):367. doi: 10.1186/s12887-020-02261-z.","Yu T","BMC Pediatr","2020","2020/08/08","PMC7405454","","10.1186/s12887-020-02261-z"
"32756759","NEW REFERENCE PARAMETERS FOR BODY MASS INDEX IN CHILDREN AGED SIX TO TEN YEARS","Freitas AS, Silveira MF, Santana JJF, D'Ângelo MFSV, Haikal DS, Monteiro-Junior RS.","Rev Paul Pediatr. 2021;39:e2019129. doi: 10.1590/1984-0462/2021/39/2019129. Epub 2020 Aug 3.","Freitas AS","Rev Paul Pediatr","2021","2020/08/07","PMC7401500","","10.1590/1984-0462/2021/39/2019129"
"32752277","Iron Metabolism in Obesity and Metabolic Syndrome","González-Domínguez Á, Visiedo-García FM, Domínguez-Riscart J, González-Domínguez R, Mateos RM, Lechuga-Sancho AM.","Int J Mol Sci. 2020 Aug 1;21(15):5529. doi: 10.3390/ijms21155529.","González-Domínguez Á","Int J Mol Sci","2020","2020/08/06","PMC7432525","","10.3390/ijms21155529"
"32752114","Assessing the Cost-Effectiveness of Interventions That Simultaneously Prevent High Body Mass Index and Eating Disorders","Le LK, Hay P, Ananthapavan J, Lee YY, Mihalopoulos C.","Nutrients. 2020 Jul 31;12(8):2313. doi: 10.3390/nu12082313.","Le LK","Nutrients","2020","2020/08/06","PMC7468897","","10.3390/nu12082313"
"32749445","Changes in the prevalence of thinness among children in Vilnius, Lithuania: a comparison of two longitudinal data sets of children born in 1990 and 1996","Fergizas J, Suchomlinov A.","Anthropol Anz. 2020 Nov 30;77(4):281-288. doi: 10.1127/anthranz/2020/1203.","Fergizas J","Anthropol Anz","2020","2020/08/05","","","10.1127/anthranz/2020/1203"
"32741774","Interaction effects of significant risk factors on overweight or obesity among 7222 preschool-aged children from Beijing","Zhou B, Yuan Y, Wang K, Niu W, Zhang Z.","Aging (Albany NY). 2020 Aug 3;12(15):15462-15477. doi: 10.18632/aging.103701. Epub 2020 Aug 3.","Zhou B","Aging (Albany NY)","2020","2020/08/04","PMC7467379","","10.18632/aging.103701"
"32737093","Prevalence and correlates of overweight and obesity among adolescents in northeastern China: a cross-sectional study","Duan R, Kou C, Jie J, Bai W, Lan X, Li Y, Yu X, Zhu B, Yuan H.","BMJ Open. 2020 Jul 31;10(7):e036820. doi: 10.1136/bmjopen-2020-036820.","Duan R","BMJ Open","2020","2020/08/02","PMC7398099","","10.1136/bmjopen-2020-036820"
"32736956","Elevated blood pressure, cardiometabolic risk and target organ damage in youth with overweight and obesity","Di Bonito P, Pacifico L, Licenziati MR, Maffeis C, Morandi A, Manco M, Del Giudice EM, Di Sessa A, Campana G, Moio N, Baroni MG, Chiesa C, De Simone G, Valerio G; CARITALY Study on the behalf of the Childhood Obesity Study Group of the italian Society of Pediatric Endocrinology and Diabetology.","Nutr Metab Cardiovasc Dis. 2020 Sep 24;30(10):1840-1847. doi: 10.1016/j.numecd.2020.05.024. Epub 2020 Jun 1.","Di Bonito P","Nutr Metab Cardiovasc Dis","2020","2020/08/02","","","10.1016/j.numecd.2020.05.024"
"32736615","Trends in urban/rural inequalities in physical growth among Chinese children over three decades of urbanization in Guangzhou: 1985-2015","Hu Y, Lin W, Tan X, Liu Y, Wen Y, Xing Y, Ma Y, Liu H, Song Y, Liang J, Lam KBH, Lin S.","BMC Public Health. 2020 Jul 31;20(1):1190. doi: 10.1186/s12889-020-09239-7.","Hu Y","BMC Public Health","2020","2020/08/02","PMC7393843","","10.1186/s12889-020-09239-7"
"32735359","The importance of body weight status on motor competence development: From preschool to middle childhood","Lima RA, Soares FC, Queiroz DR, Aguilar JA, Bezerra J, Barros MVG.","Scand J Med Sci Sports. 2021 Apr;31 Suppl 1:15-22. doi: 10.1111/sms.13787.","Lima RA","Scand J Med Sci Sports","2021","2020/08/01","","","10.1111/sms.13787"
"32732843","Incidence and Risk Factors of Obesity in Childhood Solid-Organ Transplant Recipients","Bondi BC, Banh TM, Vasilevska-Ristovska J, Szpindel A, Chanchlani R, Hebert D, Solomon M, Dipchand AI, Kim SJ, Ng VL, Parekh RS.","Transplantation. 2020 Aug;104(8):1644-1653. doi: 10.1097/TP.0000000000003025.","Bondi BC","Transplantation","2020","2020/08/01","","","10.1097/TP.0000000000003025"
"32729216","Bullying victimization and obesogenic behaviour among adolescents aged 12 to 15 years from 54 low- and middle-income countries","Smith L, Jacob L, Shin JI, Tully MA, Pizzol D, López-Sánchez GF, Gorely T, Yang L, Grabovac I, Koyanagi A.","Pediatr Obes. 2021 Jan;16(1):e12700. doi: 10.1111/ijpo.12700. Epub 2020 Jul 29.","Smith L","Pediatr Obes","2021","2020/07/31","","","10.1111/ijpo.12700"
"32729172","Beyond sleep duration: Sleep timing as a risk factor for childhood obesity","Skjåkødegård HF, Danielsen YS, Frisk B, Hystad SW, Roelants M, Pallesen S, Conlon RPK, Wilfley DE, Juliusson PB.","Pediatr Obes. 2021 Jan;16(1):e12698. doi: 10.1111/ijpo.12698. Epub 2020 Jul 29.","Skjåkødegård HF","Pediatr Obes","2021","2020/07/31","","","10.1111/ijpo.12698"
"32727115","Energy Density of New Food Products Targeted to Children","Azzopardi DJ, Lacy KE, Woods JL.","Nutrients. 2020 Jul 27;12(8):2242. doi: 10.3390/nu12082242.","Azzopardi DJ","Nutrients","2020","2020/07/31","PMC7468825","","10.3390/nu12082242"
"32727086","Evaluating the Implementation and Effectiveness of the SWITCH-MS: An Ecological, Multi-Component Adolescent Obesity Prevention Intervention","Chen S, Rosenkranz RR, McLoughlin GM, Vazou S, Lanningham-Foster L, Gentile DA, Dzewaltowski DA.","Int J Environ Res Public Health. 2020 Jul 27;17(15):5401. doi: 10.3390/ijerph17155401.","Chen S","Int J Environ Res Public Health","2020","2020/07/31","PMC7432862","","10.3390/ijerph17155401"
"32722112","Effects of Lifestyle Modification Interventions to Prevent and Manage Child and Adolescent Obesity: A Systematic Review and Meta-Analysis","Salam RA, Padhani ZA, Das JK, Shaikh AY, Hoodbhoy Z, Jeelani SM, Lassi ZS, Bhutta ZA.","Nutrients. 2020 Jul 24;12(8):2208. doi: 10.3390/nu12082208.","Salam RA","Nutrients","2020","2020/07/30","PMC7468898","","10.3390/nu12082208"
"32721411","School-based soccer practice is an effective strategy to improve cardiovascular and metabolic risk factors in overweight children","Seabra A, Brito J, Figueiredo P, Beirão L, Seabra A, Carvalho MJ, Abreu S, Vale S, Pedretti A, Nascimento H, Belo L, Rêgo C.","Prog Cardiovasc Dis. 2020 Nov-Dec;63(6):807-812. doi: 10.1016/j.pcad.2020.07.007. Epub 2020 Jul 25.","Seabra A","Prog Cardiovasc Dis","2020","2020/07/30","","","10.1016/j.pcad.2020.07.007"
"32717868","Assessment of Attitudes Toward Physical Education by the Implementation of an Extracurricular Program for Obese Children","Romero-Pérez EM, Núñez Enríquez O, Gastélum-Cuadras G, Horta-Gim MA, González-Bernal JJ, de Paz JA.","Int J Environ Res Public Health. 2020 Jul 23;17(15):5300. doi: 10.3390/ijerph17155300.","Romero-Pérez EM","Int J Environ Res Public Health","2020","2020/07/29","PMC7432097","","10.3390/ijerph17155300"
"32712103","Progression of Fatty Liver Disease in Children Receiving Standard of Care Lifestyle Advice","Xanthakos SA, Lavine JE, Yates KP, Schwimmer JB, Molleston JP, Rosenthal P, Murray KF, Vos MB, Jain AK, Scheimann AO, Miloh T, Fishbein M, Behling CA, Brunt EM, Sanyal AJ, Tonascia J; NASH Clinical Research Network.","Gastroenterology. 2020 Nov;159(5):1731-1751.e10. doi: 10.1053/j.gastro.2020.07.034. Epub 2020 Jul 23.","Xanthakos SA","Gastroenterology","2020","2020/07/27","PMC7680281","NIHMS1615918","10.1053/j.gastro.2020.07.034"
"32711523","Long-term outcomes (2 and 3.5 years post-intervention) of the INFANT early childhood intervention to improve health behaviors and reduce obesity: cluster randomised controlled trial follow-up","Hesketh KD, Salmon J, McNaughton SA, Crawford D, Abbott G, Cameron AJ, Lioret S, Gold L, Downing KL, Campbell KJ.","Int J Behav Nutr Phys Act. 2020 Jul 25;17(1):95. doi: 10.1186/s12966-020-00994-9.","Hesketh KD","Int J Behav Nutr Phys Act","2020","2020/07/27","PMC7382091","","10.1186/s12966-020-00994-9"
"32711173","Morbidity and Mortality after Bariatric Surgery in Adolescents Versus Adults","Lopez EH, Munie S, Higgins R, Gould J, Kindel T.","J Surg Res. 2020 Dec;256:180-186. doi: 10.1016/j.jss.2020.06.032. Epub 2020 Jul 22.","Lopez EH","J Surg Res","2020","2020/07/26","","","10.1016/j.jss.2020.06.032"
"32708554","Parental Factors Associated with Obesity in Korean Adolescents","Yoon HK, Kim GS, Kim S.","Int J Environ Res Public Health. 2020 Jul 16;17(14):5126. doi: 10.3390/ijerph17145126.","Yoon HK","Int J Environ Res Public Health","2020","2020/07/26","PMC7399992","","10.3390/ijerph17145126"
"32708485","Kids in a Candy Store: An Objective Analysis of Children's Interactions with Food in Convenience Stores","McKerchar C, Smith M, Gage R, Williman J, Abel G, Lacey C, Ni Mhurchu C, Signal L.","Nutrients. 2020 Jul 18;12(7):2143. doi: 10.3390/nu12072143.","McKerchar C","Nutrients","2020","2020/07/26","PMC7400802","","10.3390/nu12072143"
"32706684","Formative Evaluation of a Smartphone App for Monitoring Daily Meal Distribution and Food Selection in Adolescents: Acceptability and Usability Study","Langlet B, Maramis C, Diou C, Maglaveras N, Fagerberg P, Heimeier R, Lekka I, Delopoulos A, Ioakimidis I.","JMIR Mhealth Uhealth. 2020 Jul 21;8(7):e14778. doi: 10.2196/14778.","Langlet B","JMIR Mhealth Uhealth","2020","2020/07/25","PMC7404017","","10.2196/14778"
"32705816","Impact of early rapid weight gain on odds for overweight at one year differs between breastfed and formula-fed infants","Trabulsi JC, Smethers AD, Eosso JR, Papas MA, Stallings VA, Mennella JA.","Pediatr Obes. 2020 Oct;15(10):e12688. doi: 10.1111/ijpo.12688. Epub 2020 Jul 23.","Trabulsi JC","Pediatr Obes","2020","2020/07/25","PMC7773222","NIHMS1650598","10.1111/ijpo.12688"
"32704178","Body weight-dependent foot loads, assessed in terms of BMI and adiposity, in school-aged children: a cross sectional study","Szczepanowska-Wolowiec B, Sztandera P, Kotela I, Zak M.","Sci Rep. 2020 Jul 23;10(1):12360. doi: 10.1038/s41598-020-69420-1.","Szczepanowska-Wolowiec B","Sci Rep","2020","2020/07/25","PMC7378067","","10.1038/s41598-020-69420-1"
"32703293","Communities for Healthy Living (CHL) A Community-based Intervention to Prevent Obesity in Low-Income Preschool Children: Process Evaluation Protocol","Beckerman-Hsu JP, Aftosmes-Tobio A, Gavarkovs A, Kitos N, Figueroa R, Kalyoncu ZB, Lansburg K, Yu X, Kazik C, Vigilante A, Leonard J, Torrico M, Jurkowski JM, Davison KK.","Trials. 2020 Jul 23;21(1):674. doi: 10.1186/s13063-020-04571-0.","Beckerman-Hsu JP","Trials","2020","2020/07/25","PMC7376736","","10.1186/s13063-020-04571-0"
"32703004","Sensitivity of Clinical Pediatric Obesity Diagnosis Documented in Electronic Health Records","San Giovanni CB, Ebeling M, Davis RA, Wagner CS, Basco WT Jr.","Clin Pediatr (Phila). 2020 Dec;59(14):1274-1281. doi: 10.1177/0009922820941640. Epub 2020 Jul 24.","San Giovanni CB","Clin Pediatr (Phila)","2020","2020/07/25","","","10.1177/0009922820941640"
"32692138","Hospital Length of Stay, Charges, and Costs Associated With a Diagnosis of Obesity in US Children and Youth, 2006-2016","Kompaniyets L, Lundeen EA, Belay B, Goodman AB, Tangka F, Blanck HM.","Med Care. 2020 Aug;58(8):722-726. doi: 10.1097/MLR.0000000000001346.","Kompaniyets L","Med Care","2020","2020/07/22","PMC8133836","NIHMS1693433","10.1097/MLR.0000000000001346"
"32692052","Use of sleeve gastrectomy in adolescents and young adults with severe obesity","Singhal V, Youssef S, Misra M.","Curr Opin Pediatr. 2020 Aug;32(4):547-553. doi: 10.1097/MOP.0000000000000927.","Singhal V","Curr Opin Pediatr","2020","2020/07/22","PMC7773156","NIHMS1651321","10.1097/MOP.0000000000000927"
"32690508","Effect of an innovative behavioural change strategy and small-quantity lipid-based nutrient supplements on stunting and obesity in children in Baja Verapaz, Guatemala: protocol for a randomised control trial","González Acero C, Martinez S, Pérez-Expósito A, Winters S.","BMJ Open. 2020 Jul 19;10(7):e035528. doi: 10.1136/bmjopen-2019-035528.","González Acero C","BMJ Open","2020","2020/07/22","PMC7371136","","10.1136/bmjopen-2019-035528"
"32690079","Feasibility and content validity of the PERF-FIT test battery to assess movement skills, agility and power among children in low-resource settings","Smits-Engelsman BCM, Bonney E, Neto JLC, Jelsma DL.","BMC Public Health. 2020 Jul 20;20(1):1139. doi: 10.1186/s12889-020-09236-w.","Smits-Engelsman BCM","BMC Public Health","2020","2020/07/22","PMC7372755","","10.1186/s12889-020-09236-w"
"32688100","Developmental trajectories of adolescent overweight/obesity in China: socio-economic status correlates and health consequences","Liang Y, Qi Y.","Public Health. 2020 Aug;185:246-253. doi: 10.1016/j.puhe.2020.05.013. Epub 2020 Jul 17.","Liang Y","Public Health","2020","2020/07/21","","","10.1016/j.puhe.2020.05.013"
"32687510","Using a sibling-adoption design to parse genetic and environmental influences on children's body mass index (BMI)","Tavalire HF, Budd EL, Natsuaki MN, Neiderhiser JM, Reiss D, Shaw DS, Ganiban JM, Leve LD.","PLoS One. 2020 Jul 20;15(7):e0236261. doi: 10.1371/journal.pone.0236261. eCollection 2020.","Tavalire HF","PLoS One","2020","2020/07/21","PMC7371159","","10.1371/journal.pone.0236261"
"32681547","Effect of a high protein/low glycaemic index diet on insulin resistance in adolescents with overweight/obesity-A PREVIEW randomized clinical trial","Dorenbos E, Drummen M, Adam T, Rijks J, Winkens B, Martínez JA, Navas-Carretero S, Stratton G, Swindell N, Stouthart P, Mackintosh K, Mcnarry M, Tremblay A, Fogelholm M, Raben A, Westerterp-Plantenga M, Vreugdenhil A.","Pediatr Obes. 2021 Jan;16(1):e12702. doi: 10.1111/ijpo.12702. Epub 2020 Jul 17.","Dorenbos E","Pediatr Obes","2021","2020/07/19","PMC7757177","","10.1111/ijpo.12702"
"32678852","The effect of comprehensive intervention for childhood obesity on dietary diversity among younger children: Evidence from a school-based randomized controlled trial in China","Xu H, Ecker O, Zhang Q, Du S, Liu A, Li Y, Hu X, Li T, Guo H, Li Y, Xu G, Liu W, Ma J, Sun J, Chen K, Ma G.","PLoS One. 2020 Jul 17;15(7):e0235951. doi: 10.1371/journal.pone.0235951. eCollection 2020.","Xu H","PLoS One","2020","2020/07/18","PMC7367455","","10.1371/journal.pone.0235951"
"32678109","Five-year change in body mass index category of childhood and the establishment of an obesity prediction model","Sun Y, Xing Y, Liu J, Zhang X, Liu J, Wang Z, Bi J, Ping X, Shen Q, Zhao Z, Xu J.","Sci Rep. 2020 Jul 16;10(1):10309. doi: 10.1038/s41598-020-67366-y.","Sun Y","Sci Rep","2020","2020/07/18","PMC7367261","","10.1038/s41598-020-67366-y"
"32677940","Is adherence to the 24-hour movement guidelines associated with a reduced risk of adiposity among children and adolescents?","Jakubec L, Gába A, Dygrýn J, Rubín L, Šimůnek A, Sigmund E.","BMC Public Health. 2020 Jul 16;20(1):1119. doi: 10.1186/s12889-020-09213-3.","Jakubec L","BMC Public Health","2020","2020/07/18","PMC7364474","","10.1186/s12889-020-09213-3"
"32674402","Dietary Patterns of Adolescents from the Chilean Growth and Obesity Cohort Study Indicate Poor Dietary Quality","Martínez Arroyo A, Corvalán Aguilar C, Palma Molina X, Ceballos Sanchez X, Fisberg RM.","Nutrients. 2020 Jul 14;12(7):2083. doi: 10.3390/nu12072083.","Martínez Arroyo A","Nutrients","2020","2020/07/18","PMC7400834","","10.3390/nu12072083"
"32673910","Association between exposure to fine particulate matter and obesity in children: A national representative cross-sectional study in China","Guo Q, Xue T, Jia C, Wang B, Cao S, Zhao X, Zhang Q, Zhao L, Zhang JJ, Duan X.","Environ Int. 2020 Oct;143:105950. doi: 10.1016/j.envint.2020.105950. Epub 2020 Jul 13.","Guo Q","Environ Int","2020","2020/07/17","","","10.1016/j.envint.2020.105950"
"32673267","Mobile Health Apps in Pediatric Obesity Treatment: Process Outcomes From a Feasibility Study of a Multicomponent Intervention","Browne S, Kechadi MT, O'Donnell S, Dow M, Tully L, Doyle G, O'Malley G.","JMIR Mhealth Uhealth. 2020 Jul 8;8(7):e16925. doi: 10.2196/16925.","Browne S","JMIR Mhealth Uhealth","2020","2020/07/17","PMC7381070","","10.2196/16925"
"32670637","Hyperglycaemia in Pregnancy and Anthropometric Parameters in the Offspring at 10 Years: A Community-Based Retrospective Cohort Study in Sri Lanka","Herath HP, Herath RP, Wickremasinghe R.","J Obes. 2020 Jun 25;2020:2735148. doi: 10.1155/2020/2735148. eCollection 2020.","Herath HP","J Obes","2020","2020/07/17","PMC7350072","","10.1155/2020/2735148"
"32666820","A 5-Year-Old Child Who Presents to the General Pediatric Clinic for a Well-Child Check Is Found to Be in Hypoxic Respiratory Distress","Atkins AI, Cole JG.","Clin Pediatr (Phila). 2020 Oct;59(12):1123-1125. doi: 10.1177/0009922820940809. Epub 2020 Jul 15.","Atkins AI","Clin Pediatr (Phila)","2020","2020/07/16","","","10.1177/0009922820940809"
"32664246","Living in Rural and Urban Areas of New Caledonia: Impact on Food Consumption, Sleep Duration and Anthropometric Parameters Among Melanesian Adolescents","Galy O, Paufique E, Nedjar-Guerre A, Wacalie F, Wattelez G, Le Roux PY, Ponidja S, Zongo P, Serra-Mallol C, Allman-Farinelli M, Frayon S.","Nutrients. 2020 Jul 10;12(7):2047. doi: 10.3390/nu12072047.","Galy O","Nutrients","2020","2020/07/16","PMC7400928","","10.3390/nu12072047"
"32664188","Snack Development for School Feeding Programs in Africa: A Scoping Review","Hassanally S, Naicker A, Singh E.","Int J Environ Res Public Health. 2020 Jul 10;17(14):4967. doi: 10.3390/ijerph17144967.","Hassanally S","Int J Environ Res Public Health","2020","2020/07/16","PMC7400032","","10.3390/ijerph17144967"
"32663184","Yoga as an Alternative Therapy for Weight Management in Child and Adolescent Obesity: A Systematic Review and Implications for Research","Dai CL, Sharma M, Chen CC, Yesilyurt E, Godbey S.","Altern Ther Health Med. 2021 Jan;27(1):48-55.","Dai CL","Altern Ther Health Med","2021","2020/07/15","","",""
"32663093","Unmet Social Needs and Adherence to Pediatric Weight Management Interventions: Massachusetts, 2017-2019","Atkins M, Castro I, Sharifi M, Perkins M, O'Connor G, Sandel M, Taveras EM, Fiechtner L.","Am J Public Health. 2020 Jul;110(S2):S251-S257. doi: 10.2105/AJPH.2020.305772.","Atkins M","Am J Public Health","2020","2020/07/15","PMC7362692","","10.2105/AJPH.2020.305772"
"32662950","Increased adiposity in children with obesity is associated with low red blood cell omega-3 fatty acid status and inadequate polyunsaturated fatty acid dietary intake","Mak IL, Cohen TR, Vanstone CA, Weiler HA.","Pediatr Obes. 2020 Dec;15(12):e12689. doi: 10.1111/ijpo.12689. Epub 2020 Jul 14.","Mak IL","Pediatr Obes","2020","2020/07/15","","","10.1111/ijpo.12689"
"32658289","Layperson-Led vs Professional-Led Behavioral Interventions for Weight Loss in Pediatric Obesity: A Systematic Review and Meta-analysis","McGavock J, Chauhan BF, Rabbani R, Dias S, Klaprat N, Boissoneault S, Lys J, Wierzbowski AK, Sakib MN, Zarychanski R, Abou-Setta AM.","JAMA Netw Open. 2020 Jul 1;3(7):e2010364. doi: 10.1001/jamanetworkopen.2020.10364.","McGavock J","JAMA Netw Open","2020","2020/07/14","PMC7358915","","10.1001/jamanetworkopen.2020.10364"
